adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,"[99, 10402]",1465731,en,Rebbeca,"As chart-topping Latin music superstar Becky G embarks on her most personal and ambitious project to date, her debut Mexican regional album, she is prompted to revisit her roots and dive deep into a beautiful and complicated past.",2.8035,/dXGt3r3wxJBlpbJzJ8zCGvzIYZK.jpg,2025-12-10,Rebbeca,False,0.0,0
False,/3NoOZppaNBXr9UUDZdzO3bQRPee.jpg,"[10749, 35]",1278983,en,Under the Stars,"A struggling romance novelist stuck in a passionless relationship goes to Italy seeking inspiration, and unexpectedly finds the girl of his dreams.",3.0915,/oJjCXVwPbNq2QeNdNvG2atZHj11.jpg,2025-11-09,Under the Stars,False,5.5,4
False,/tF0tJiaIBupQXV67mn5YPBxRkpL.jpg,"[18, 35]",1119537,fr,Des preuves d'amour,"Céline is expecting her firstborn. But she’s not the one who’s pregnant. In three months, her wife Nadia will give birth to their daughter. Under the gaze of her friends, her mother, and the law, Céline looks for her place and sense of legitimacy.",2.7331,/vcLsFqGK6xyY6hvXGtmWyldO7ia.jpg,2025-11-19,Love Letters,False,7.9,5
False,/iGfDNiNB5GzA3LsY7eGJ9x5nFeu.jpg,"[35, 18]",1509944,en,Horseshoe,"All families are mad, not least the Canavans. A drama comedy with a twist, set in the wild West of Ireland. When Colm, the head of the family, dies, there are few who mourn his passing, not even his four estranged adult children. But, the legalities of his will must be observed, and more than one Canavan sibling is harbouring secrets. As the Canavans return to the family home, the fate of the family unit, their sanity, and the Canavan estate all hang in the balance.",2.4298,/tckbGRKDAvMXTJoAj6iuX6UbEmw.jpg,2025-12-05,Horseshoe,False,0.0,0
False,/vXYRqIySwaa56quJGRKxXfSaTh0.jpg,"[35, 10749, 18]",993708,en,The Threesome,"Connor and his long-time crush Olivia engage in a threesome with a sweet, alluring stranger named Jenny. This encounter sparks a relationship between Connor and Olivia, leading them to plan a life together. However, their romance faces challenges when Jenny reappears, thrusting all three into a difficult journey toward true accountability and adulthood.",2.8038,/7vQUAw3CX60dhzgzC7BQZFN7Y31.jpg,2025-09-04,The Threesome,False,5.6,27
False,/223Hr5wsBVa21TCmvAdQrau30LV.jpg,[99],1417742,en,The King of Color,"At 96, Lawrence Herbert reflects on his life, from his Depression-era Brooklyn upbringing to creating the Pantone Matching System, which revolutionized the worldwide use of color.",2.1664,/5wUgkaXvIijb4ielogsmu84oKvu.jpg,2025-12-12,The King of Color,False,0.0,0
False,/qZDpegCZVNu6SVTBtW35z2j8p0.jpg,"[18, 10751]",1071646,cn,無名指,"When his chronically ill daughter reenters his life after a decade apart, a former squash champion must face old wounds and rediscover what it means to be a father in this emotional journey of love and redemption.",2.4622,/qSmf26mEYNEv1UWwuaozLXIqUJG.jpg,2025-08-22,My First of May,False,6.0,1
False,/1mHTEDRSZ9PersHOTKfYBRXZw89.jpg,"[28, 14]",945801,zh,刺杀小说家2,"Novelist Lu Kongwen fell into the trough of life and decided to destroy his novel ""God Killing"" with his own hands. In the novel world, the protagonist also embarked on a journey of resistance in order to resist the predetermined fate.",3.0868,/hvIALincAccO4TstIoIW5XK1vVI.jpg,2025-10-01,A Writer's Odyssey 2,False,6.5,2
False,/iVqXcSZs4ye2HTROwUYQgy3Dx7c.jpg,[99],1098534,en,Orwell: 2+2=5,"George Orwell was one of the most visionary authors of the 20th Century, whose novels, 1984 and Animal Farm, foretold a chilling, authoritarian future. Acclaimed director Raoul Peck interweaves clips, readings from Orwell's diary, cinematic references, and modern-day footage to craft not only a portrait of the writer, but a fresh take on how prophetic his work has become.",2.8155,/qG1LjcK8ohi4mSJ9j8KHUs5svbe.jpg,2025-10-03,Orwell: 2+2=5,False,7.5,9
False,/8VGiUMkjdevsVYHZ8tIpHl6EbbF.jpg,"[16, 12, 14, 10751, 28, 35]",974663,en,200% Wolf,"When Freddy Lupin's wayward wish transforms him into a werewolf and deposits a mischievous moon sprite on Earth, Freddy must restore the cosmic order before the earth and moon collide.",2.7584,/pHGB9jN31cDNKhR0VRNZsXZkGZQ.jpg,2024-07-04,200% Wolf,False,5.7,27
False,/wmTBmCLPZSX5eAVAiBf8td8Hb9g.jpg,"[16, 35]",1497970,zh,猫和老鼠：星盘奇缘,"The iconic cat-and-mouse duo accidentally travel through time in a museum. Along their journey, they meet a group of intriguing new companions and become involved in a final showdown with mysterious forces.",2.7415,/vxZjiuG7jwXasdaQPK40pCCSqwu.jpg,2025-08-02,Tom and Jerry: Forbidden Compass,False,3.7,3
False,/uA0ckViu6Uqc2d3iCFWOZBqMgK9.jpg,"[18, 35, 10749]",1001010,fr,Hiver à Sokcho,"In the snowy seaside town of Sokcho, 25-year-old Soo-Ha works at a guesthouse. She drifts between her mother’s fish stall and her boyfriend until a French artist’s arrival stirs questions about her identity. As winter deepens, Soo-Ha and the artist form an unspoken connection through food and art.",3.0525,/tVF00d1iCOpEnPx73tUGzsh1uaV.jpg,2025-01-08,Winter in Sokcho,False,6.817,30
False,/4WBATV7YAhwczVKZVuTDMpEemiF.jpg,"[18, 35]",1232781,de,Sterben,"Mother Lissy, father Gerd, son Tom and daughter Ellen: the members of the Lunies family are estranged. But confronted with death, they finally meet each other again.",2.3585,/kkPGlBrkmck3nlANsQwJKCKhRQ7.jpg,2024-04-25,Dying,False,7.958,36
False,/iM2c5agobEUuhagXynXzQZp7PDp.jpg,[10751],1173147,no,Stargate - en julefortelling,"Christmas is approaching, and when their father loses his job as a Christmas tree seller, Ronja and Melissa take over the responsibility. While their father drowns his sorrows in the Stargate pub, the two girls are forced to fend for themselves and dream of a different reality. It is a film about a father who does his best, but is not enough; about an older sister who has far too big shoes to fill; and about a little sister who never stops hoping.",2.7674,/CeBPgOEcB4JiVYKeePp5WUevWL.jpg,2025-10-17,Brightly Shining,False,5.7,3
False,/tjRhxRyaF7LgGnNP2lrAIo3cQSb.jpg,"[10402, 18, 36]",1365683,it,Primavera,"In 18th century Venice, 20-year-old violin virtuoso Cecilia lives at the Pièta orphanage, where, despite her talent, she remains confined, knowing that marriage is the only way out. Yet, her life takes a turn after she meets Antonio Vivaldi, a brilliant and ambitious composer who becomes the new violin teacher. Guided by Vivaldi and his music, Cecilia finds the strength to challenge the destiny that once seemed inevitable.",2.4379,/6Giqb3a9ITCKhlkNeWtfzGWOxU0.jpg,2025-12-05,Primavera,False,0.0,0
False,/rSRA1p4e3laAAJflzdgtqNlx27Y.jpg,"[28, 80, 53]",1049574,en,Darkness of Man,"Russell Hatch, an Interpol operative who takes on the role of father figure to Jayden, the son of an informant killed in a routine raid gone wrong. Years later, Hatch finds himself protecting Jayden and his grandfather from a group of merciless gangs in an all-out turf war, stopping at nothing to protect Jayden and fight anyone getting in his way.",3.0717,/mTYDsPX2n4kdMheBZnqe1tzcimH.jpg,2025-12-18,Darkness of Man,False,0.0,0
False,/3L93blDtBq2i6BDZbmQ74VNWMkS.jpg,"[18, 35, 10749]",1459584,ja,Good Luck,"The film centres on Taro, an aimless indie filmmaker who gets convinced by Yuki, his girlfriend and financial sponsor, to attend a film festival in Beppu. There he meets the bubbly drifter actress Miki. Part travelogue, part self-reflexive comedy, the dynamic that follows this encounter delivers an ironic and realistic spin on Before Sunrise (1995), depicting two souls wandering around in search of life’s meaning.",2.2304,/kAEa1D6MxyUep1pRxrjcWpwqGUl.jpg,2025-12-13,Good Luck,False,0.0,0
False,/3rKye1u83tGawoXZ3jdpHJgbX7S.jpg,"[16, 10751, 35]",1392796,en,Diary of a Wimpy Kid: The Last Straw,"When laid-back Greg finds himself at odds with his dad’s outsized expectations, pressure builds to turn his act around. After a series of hilarious near-disasters, Greg’s dad presents him with an ultimatum that just might challenge Greg’s wimpy ways for good.",2.6174,/uN0JESJgHnTZol84MMG19Vxf1Li.jpg,2025-12-04,Diary of a Wimpy Kid: The Last Straw,False,0.0,0
False,,"[878, 28, 53]",1381705,en,Mnemonix,"Following the death of half of the global population by a virus, a scientist has introduced a new form of life: the Mnemonix.",2.6585,/8PkIDsvkXrWmTlX5gRVAlboNIcN.jpg,2025-12-22,Mnemonix,False,0.0,0
False,/nWZFILDWK0eoo4Nt5vobJqnJeP8.jpg,"[99, 10402]",1436359,en,Borrowed Time: Lennon's Last Decade,"A visionary new documentary exploring the final decade of John Lennon's life in extraordinary detail. Follow the legend as he evolves beyond The Beatles, creating revolutionary music and standing at the forefront of anti-war protests that would make him one of the most influential pop culture icons of all time.",2.6506,/zFkz9Np35TpLqUXbUU7KAV4Dvyg.jpg,2025-05-02,Borrowed Time: Lennon's Last Decade,False,7.3,3
False,/d8qGWztthbED8GyGgahoqo6AxoS.jpg,[18],1305725,de,Im Rosengarten,"Yak, a troubled pop musician, receives shocking news. His father, who’d rushed back to his home country of Syria decades ago, and whom Yak had nearly forgotten about, is in a coma in a Cologne hospital. There’s another surprise: Yak has a 15-year-old half-sister named Latifa, who speaks only Arabic. Circumstances compel him to travel across Germany with her.",2.6317,/y8Yse1DMHaX3VxfXq3k1R8rOi3r.jpg,2025-12-11,In the Rose Garden,False,0.0,0
False,/3rKye1u83tGawoXZ3jdpHJgbX7S.jpg,"[16, 10751, 35]",1392796,en,Diary of a Wimpy Kid: The Last Straw,"When laid-back Greg finds himself at odds with his dad’s outsized expectations, pressure builds to turn his act around. After a series of hilarious near-disasters, Greg’s dad presents him with an ultimatum that just might challenge Greg’s wimpy ways for good.",2.6174,/uN0JESJgHnTZol84MMG19Vxf1Li.jpg,2025-12-04,Diary of a Wimpy Kid: The Last Straw,False,0.0,0
False,/ch8ck4dxosMqp2lvIVYOdHVeKNp.jpg,"[80, 9648, 53]",1300945,zh,默杀,"Chen Yutong, a girl's middle school student, was bullied at school, but her mother Li Han was unable to save her daughter from the ""hell."" Everyone around her turned a blind eye, and a collective silence brewed greater violence.",2.5255,/uKThqY2oRYSHOPxYryTp2550fuZ.jpg,2024-07-03,A Place Called Silence,False,6.872,39
False,/571lVz3Lag2a9wjysH70S6ZWX1Z.jpg,"[16, 10751]",978102,fr,Le Grand Noël des animaux,"In a festive and fairytale atmosphere, animals from around the world are brought together through five poetic and humorous adventures to celebrate Christmas and wintertime. They will learn about the importance of helping each other, being generous and rediscovering the beauty of nature.",2.5213,/1ZGnQmQ7B6DTEvqykga32jIrIrB.jpg,2024-11-21,Animal Tales of Christmas Magic,False,8.0,2
False,,[10749],1547926,en,Oy to the World,"After a water line break at Temple Beth Am, the members search for a place to celebrate Hannukkah, and are welcomed into St. Joseph’s Episcopal Church. With the last night of Hanukkah and Christmas Eve falling on the same day this year, the St. Joseph’s youth choir director must team up with the temple’s substitute youth choir director — and they’re old high school rivals.",2.5049,/f5leJ0uNc67Tsrptgdp44vtWrBB.jpg,2025-12-14,Oy to the World,False,0.0,0
False,/9MV9h7bC0gmdb7GVFQAkjhu4blu.jpg,"[14, 18, 27]",1069178,en,A House in Jerusalem,"Mourning her mother’s death and struggling to adjust to her new life in Israel, a young girl bonds with the lonely spirit of a Palestinian child.",2.4999,/fp49EYaYzFWO779v154gaMRon0q.jpg,2023-07-13,A House in Jerusalem,False,5.8,4
False,/wZwBl7FQN6nrNFfy168a62ODJKw.jpg,[18],1270676,pt,Asa Branca: A Voz da Arena,"The feature film “Asa Branca: A Voz da Arena"" tells the story of a boy, born into a poor family, who saw the world of rodeos as an opportunity to change his life. On a clandestine trip to the USA, he discovered that he could revolutionize this show in Brazil. Back on Brazilian soil, he took control of his destiny and with a lot of work he changed the game, becoming the most emblematic announcer of Brazilian rodeos, the pioneer in the art of making the voiceover the highlight of the show.",2.4741,/kaqnuVEqWNziEVcTX55hvU213Ch.jpg,2025-12-18,Asa Branca: A Voz da Arena,False,0.0,0
False,/5YbJULkUKodLwtIVInhmiHCZlyt.jpg,"[28, 18, 36]",313230,zh,賽德克‧巴萊：彩虹橋,"After the uprising at Wushe, Mona Rudao faces a guerrilla war against the militarily superior Japanese and Seediq clans. He and his followers must fight for their dignity and honor so that they can truly be ""Seediq Bale"" or ""real men."" Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge is Part two of the two-part, four-hour Taiwanese edition of the film Warriors of the Rainbow.",2.4655,/wrgpoEhfgptkYGtIxEaYqlxChv8.jpg,2011-09-30,Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge,False,8.0,84
False,/qZDpegCZVNu6SVTBtW35z2j8p0.jpg,"[18, 10751]",1071646,cn,無名指,"When his chronically ill daughter reenters his life after a decade apart, a former squash champion must face old wounds and rediscover what it means to be a father in this emotional journey of love and redemption.",2.4622,/qSmf26mEYNEv1UWwuaozLXIqUJG.jpg,2025-08-22,My First of May,False,6.0,1
False,/7OLv43YfOZqmtkUx2nainnS3OiO.jpg,[],1546071,ja,むっちり未亡人　暴かれた秘め事,"Three years have passed since Akane lost her husband, but she still hasn't been able to forget him and lives a lonely life. Her father-in-law and mother-in-law encourage her to remarry, a college junior confesses his love to her, and even her husband's lover shows up...",2.4588,/ynZoXMAR2pksaExz82vpOBGZj6A.jpg,2025-09-05,Mutchiri mibōjin abaka reta himegoto,False,0.0,0
False,/wSuTMSFoy1hbOUszLrSWbvw9KS6.jpg,[35],1043758,en,The Problem with People,Two estranged cousins who never knew each other try to make amends for many generations of family dispute.,2.4501,/18tgLakMGWCjhGJKwby53wh5tpp.jpg,2024-10-04,The Problem with People,False,6.2,15
False,/zsEdOB4ZZxlPe91TGXuQ1dLoUGb.jpg,"[35, 10402]",1001248,fr,Dans la cuisine des Nguyen,"French-Vietnamese actress Yvonne Nguyen dreams of a successful career in musicals, to the great displeasure of her mother, who would like her to pursue a more serious path. When Yvonne has no choice but to move back home, both women are strangers to each other. But, in the intimacy of the Vietnamese family restaurant's kitchen, they grow closer. Meanwhile, Yvonne is still after her dreams and finally gets the chance to audition for a big show.",2.4389,/gfYmFNR29VJmAqkr8VBNZ13Y86r.jpg,2025-03-05,In the Nguyen Kitchen,False,6.4,9
False,/tjRhxRyaF7LgGnNP2lrAIo3cQSb.jpg,"[10402, 18, 36]",1365683,it,Primavera,"In 18th century Venice, 20-year-old violin virtuoso Cecilia lives at the Pièta orphanage, where, despite her talent, she remains confined, knowing that marriage is the only way out. Yet, her life takes a turn after she meets Antonio Vivaldi, a brilliant and ambitious composer who becomes the new violin teacher. Guided by Vivaldi and his music, Cecilia finds the strength to challenge the destiny that once seemed inevitable.",2.4379,/6Giqb3a9ITCKhlkNeWtfzGWOxU0.jpg,2025-12-05,Primavera,False,0.0,0
False,/iGfDNiNB5GzA3LsY7eGJ9x5nFeu.jpg,"[35, 18]",1509944,en,Horseshoe,"All families are mad, not least the Canavans. A drama comedy with a twist, set in the wild West of Ireland. When Colm, the head of the family, dies, there are few who mourn his passing, not even his four estranged adult children. But, the legalities of his will must be observed, and more than one Canavan sibling is harbouring secrets. As the Canavans return to the family home, the fate of the family unit, their sanity, and the Canavan estate all hang in the balance.",2.4298,/tckbGRKDAvMXTJoAj6iuX6UbEmw.jpg,2025-12-05,Horseshoe,False,0.0,0
False,/wx5Em6MOVhi7a17j1DTLXxEFoDX.jpg,[18],1211442,en,Rebuilding,"After wildfires take his ranch, a cowboy named Dusty winds up in a FEMA camp, finding community with others who lost homes, including his daughter and ex-wife.",2.42,/7cDCGKBA6XANFDw4km9GvDnFBHw.jpg,2025-11-14,Rebuilding,False,8.0,1
False,/vBfQSsyCFXQwXDA0hH1D8Aa41oe.jpg,[18],1457025,de,Zweitland,"South Tyrol, 1961: Paul was hoping to escape the confines of his village and study painting. But because his older brother Anton is a wanted terrorist, he’s forced to stay at the farm and help Anton’s wife, Anna, and their son. As Paul is drawn into a vortex of violence and toxic masculinity, Anna struggles with the radicalization of her husband and the patriarchal structures in place at the time.",2.4107,/gGKjgB5fToaNT37HZe3Ca9gwz9P.jpg,2025-09-04,A Land Within,False,0.0,0
False,/ayEMeQUUvwtHzzA9Qurw4bc1oVy.jpg,"[35, 14]",613080,it,Il primo Natale,"A thief and a priest end up magically transported in the year 0's Palestine, where they'll have to make sure that the Nativity will follow its course.",2.393,/pNfGE8n1iv1DIBNSG1kQLtHV290.jpg,2019-12-12,Once Upon a Time in Bethlehem,False,6.123,503
False,/mPjBP9cvdSnSrRLXs2sLBWeq8u5.jpg,[18],1320276,ro,Anul Nou care n-a fost,"The New Year That Never Came is a tragicomedy whose action takes place in a single day, before the counter-revolution of 1989, in which the characters search for normality, safety, love, freedom and meaning in an absurd world.",2.3881,/AxoszYlyv6qkFzRxLmlsc3pcs7.jpg,2024-09-27,The New Year That Never Came,False,7.2,50
False,/4WBATV7YAhwczVKZVuTDMpEemiF.jpg,"[18, 35]",1232781,de,Sterben,"Mother Lissy, father Gerd, son Tom and daughter Ellen: the members of the Lunies family are estranged. But confronted with death, they finally meet each other again.",2.3585,/kkPGlBrkmck3nlANsQwJKCKhRQ7.jpg,2024-04-25,Dying,False,7.958,36
False,,[],1573365,ja,NJPW World Tag League 2025 - Day 13,"The thirteenth night of the World Tag League 2025 heavyweight tag team tournament took place on December 8, 2025, at Hiroshima Sun Plaza in Hiroshima, Japan.",2.3468,/d7r4EjlystmjwKmA5Elqg0fRTEx.jpg,2025-12-08,NJPW World Tag League 2025 - Day 13,False,0.0,0
False,/85DGKCe3zUVu9OqVbtziBSxjoyu.jpg,[18],1355803,sw,Nawi,"In the remote Turkana region of Kenya, 13-year-old Nawi's aspirations of higher education are shattered when her father plans to marry her off to a stranger to ensure the family a substantial amount of livestock.",2.3453,/hOdr9xkfzMHO3XspxI1644z4lK7.jpg,2024-08-24,Nawi,False,7.167,6
False,/ucoQdA7OTeGrhgVo0ii7rNEn2le.jpg,"[18, 28, 36]",98344,zh,賽德克‧巴萊：太陽旗,"An indigenous clan-based people living in harmony with nature find their way of life threatened when violent interlopers from another culture arrive, intent on seizing their natural resources and enslaving them. Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag is Part one of the two-part, four-hour Taiwanese edition of the film Warriors of the Rainbow.",2.3166,/xDgmCasmrbzPDyJO4Ngg01YsIIv.jpg,2011-09-09,Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,False,7.3,109
False,/aLw0jnLpvYHfB8BTwzj9RBRp0qI.jpg,"[35, 10749, 14]",1166170,fr,L’Âme Idéale,"Elsa, a doctor, hides from the world the fact that she can see the dead and help them cross to the other side. Convinced that her gift leads to rejection, she has given up on love, retreating into solitude and her work. That is, until she meets Oscar - a dead man who doesn’t know he’s dead...",2.3135,/pXiUBzTuBBq5H1BfboI0ALaEApf.jpg,2025-12-17,You Found Me,False,0.0,0
False,,"[99, 10402]",1410688,en,The Brobecks: Not Dead Yet,"The Brobecks: Not Dead Yet is a feature-length film packed with archival footage documenting the origins of The Brobecks and the making of their first two albums and what's next.  Featuring interviews with Dallon Weekes, Michael Gross, Bryan Szymanski, Matt Glass and more.",2.3112,/7h1M9w0eVGjtmhjrvnovtQcqCKi.jpg,2025-12-12,The Brobecks: Not Dead Yet,False,0.0,0
False,/8GawcLTHHMs1hfeQrUA7sl7YaRg.jpg,[18],1574378,en,Love After Holidays,"A once-beloved talk show host finds herself battling alcohol addiction and personal demons that destroy everything she holds dear. On the road to recovery, she must confront her past, repair broken relationships, and rediscover her purpose before she can truly heal.",2.2943,/bkxIrBlLH8yQo0eXg9kB70uRx3U.jpg,2025-12-04,Love After Holidays,False,0.0,0
False,/wYRdaA5XIXJqFDHoTXfvW19mJnU.jpg,[18],1178602,de,Miroirs No. 3,"On a weekend trip to the countryside, Laura miraculously survives a car crash. Physically unhurt but deeply shaken, she is taken in by a local woman who witnessed the accident and now cares for Laura with motherly devotion. When her husband and adult son also give up their initial resistance to Laura's presence, the four of them slowly build up some family-like routine. But soon they can no longer ignore their past...",2.2675,/rLQZtoJaZb85u4M3wPjrlVGrW1Q.jpg,2025-08-27,Mirrors No. 3,False,6.5,17
False,/3L93blDtBq2i6BDZbmQ74VNWMkS.jpg,"[18, 35, 10749]",1459584,ja,Good Luck,"The film centres on Taro, an aimless indie filmmaker who gets convinced by Yuki, his girlfriend and financial sponsor, to attend a film festival in Beppu. There he meets the bubbly drifter actress Miki. Part travelogue, part self-reflexive comedy, the dynamic that follows this encounter delivers an ironic and realistic spin on Before Sunrise (1995), depicting two souls wandering around in search of life’s meaning.",2.2304,/kAEa1D6MxyUep1pRxrjcWpwqGUl.jpg,2025-12-13,Good Luck,False,0.0,0
False,/1GypXdqMSmdrknOYMYPOVRFjuzF.jpg,"[28, 18]",1526030,cn,殺手#4,"In Asia, a mysterious assassin organization operates under the guise of a noodle shop hidden in a bustling city, serving as a haven for killers. Assassin No. 4, orphaned at a young age and raised in the noodle shop, is sent to Japan to eliminate a yakuza boss. However, he is unexpectedly ambushed by his client, a Japanese girl seeking revenge. To exact her vengeance, she spares no expense in hiring the assassin and attempts to enlist No. 4 in her grand revenge plan, only for their actions to inadvertently provoke a relentless pursuit by the yakuza, putting both their lives in danger...",2.2239,/kNoxwfoSvh3DB02aYO6KDoXEuX.jpg,2025-12-04,Road to Vendetta,False,0.0,0
False,/ecEhQoEEqKNhbL7sbDCJ7dNzf4Q.jpg,"[9648, 53, 10770]",1563996,en,Do You Fear What I Fear?,"When Claire lands her dream job in the city, she thinks she’s finally escaped her picture-perfect Christmas hometown. But her fresh start turns chilling when eerie holiday decorations begin appearing in her apartment… each one a message from someone who knows her too well. Who is the dangerous ‘Secret Santa’ watching her? Is it her charming new neighbor? The ex who won’t let go? To find out, Claire will have to turn the tables and set a trap of her own.",2.223,/tweRvn1nnpq24eOIiGJBPFZB8RU.jpg,2025-12-04,Do You Fear What I Fear?,False,0.0,0
False,,[],1573363,ja,NJPW World Tag League 2025 - Day 11,"The eleventh night of the World Tag League 2025 heavyweight tag team tournament took place on December 5, 2025, at EDION Arena Osaka #2 in Osaka, Japan.",2.1976,/d7r4EjlystmjwKmA5Elqg0fRTEx.jpg,2025-12-05,NJPW World Tag League 2025 - Day 11,False,0.0,0
False,/1uKSxvt2gt4wtP1HY1ySLVFDCl9.jpg,[18],1422404,ja,TOKYOタクシー,"One day, taxi driver Koji Usami is tasked with driving 85-year-old Sumire Takano from Shibamata, Tokyo to a senior care facility in Hayama, Kanagawa. Sumire asks Koji to make some detours. Gradually opening up to her, Sumire begins to tell the story of her grand past...",2.1899,/iJHARu7sCkQy419txqTwKCgQQWQ.jpg,2025-11-21,Tokyo Taxi,False,0.0,0
False,/1DlIUUu6ilhxu83cPdAHwT4d8YD.jpg,"[12, 35, 10751]",1430019,sv,Håkan Bråkan 003,Håkan is about to lose his best friend and gets the idea to find an old action actor for a comeback. If there is more movies made by him they will keep on playing together. But what if Håkans best friend has other interest in life?,2.1749,/xCm2ManeiIuuYXKhszZuurGPRrP.jpg,2025-12-20,Håkan Bråkan 003,False,0.0,0
False,/223Hr5wsBVa21TCmvAdQrau30LV.jpg,[99],1417742,en,The King of Color,"At 96, Lawrence Herbert reflects on his life, from his Depression-era Brooklyn upbringing to creating the Pantone Matching System, which revolutionized the worldwide use of color.",2.1664,/5wUgkaXvIijb4ielogsmu84oKvu.jpg,2025-12-12,The King of Color,False,0.0,0
False,/hRC8BjCPPBxCEXj751p3yyK2XK.jpg,[35],1439177,fr,Animal Totem,"From Paris–Beauvais Airport to La Défense, with his wheeled suitcase in tow, Darius makes his way on foot through the countryside and the suburbs to complete a mysterious mission—leaving no carbon footprint.",2.1601,/5mQOefrjyMEq8qaFagEVX2i4SH8.jpg,2025-12-10,Animal Totem,False,0.0,0
False,/aJM7KIdC5mNPjqKp8NdwvzyHceS.jpg,[18],1462735,ja,旅と日々,"In summer, Nagisa and Natsuo meet by the sea. Their vacant gazes reflect each other as they exchange awkward words and wade into the rain-drenched ocean. In winter, Li, a screenwriter, travels to a snow-covered village. There, she finds a guesthouse run by Benzo.",2.1544,/peOymUmbUL3e3x3DJLDNpHbNFNW.jpg,2025-11-07,"Two Seasons, Two Strangers",False,8.0,1
False,/Ae1C7ipxPeXUNvjXJHkP34NhlGh.jpg,"[18, 35]",1112564,ta,வா வாத்தியார்,"A fanatic fan of legendary actor MGR raises his grandson with the principles of his idol. But as he grows up, his actions begin to clash with his grandfather's ideologies.",2.1433,/2CO8y3nlDcPRHqXuOQarl8X9GZT.jpg,2025-12-12,Vaa Vaathiyaar,False,0.0,0
False,/rFdlSLjaf6qrGChWr9gje6eTcbf.jpg,"[16, 10751, 14]",947650,cs,"Tonda, Slávka a kouzelné světlo","Tony has been glowing since the day he was born and it causes him a lot of trouble. Just before the Christmas, a new odd girl with thick glasses moves into Tony’s house. Shelly has a strange way of expressing herself. Tony is fascinated by her but he is also being cautious at first. Together with Shelly’s flashlight, they explore their house and they are slowly getting to know each other. The kids have to join all their efforts to figure out who’s behind the circuit of dark cracks that sucks out all the light bulbs, even the daylight. It must be because of the ​“Spirit of the house”. A film about being different, about friendship, and first loves… But above all about light and darkness.",2.1292,/nM2mflh83RHJ4XlXV4H0D79yNqB.jpg,2023-11-02,"Tony, Shelly and the Magic Light",False,7.0,4
False,/5qKiUPDrGOSmRKBlcpmY7OwPR0a.jpg,"[18, 35]",1309725,fr,La Femme la plus riche du monde,"Marianne is THE richest woman in the world. Pierre-Alain, is a dandy-writer-photographer in Paris. They meet on a photo shoot and become inseparable. Their loving friendship surprises, amuses, intrigues, makes people talk and eventually unsettles the billionaire’s entourage and family. Marianne's daughter, in particular, struggles with her mother’s sudden complicity with this younger man insatiable for money.",2.1157,/sxaMtiQLgUhMbvuSxNo5BZZ7EVs.jpg,2025-10-29,The Richest Woman in the World,False,5.606,66
False,,[35],1481412,ja,新解釈・幕末伝,"The end of the Tokugawa shogunate, a turbulent era that shook Japan.  Were the men who created the new era really heroes?",2.0144,/Avaj2wXVa9XopNCwEs3e8FvpL51.jpg,2025-12-19,New Interpretation of the End of Edo Period,False,0.0,0
False,/cNLzolOIZfqlx4XclQg94DPSjEj.jpg,"[18, 10752, 53]",1069200,ar,المعلم,A Palestinian school teacher struggles to reconcile his life-threatening commitment to political resistance with his emotional support for one of his students and the chance of a new romantic relationship with a British volunteer worker.,2.0073,/poc85VCujrBbE8VndLCUKYVMp7S.jpg,2024-05-16,The Teacher,False,6.0,8
False,/tWT021DCKlaCHehNEH4kUOy1bSV.jpg,"[18, 10749]",1019871,sl,Kaj ti je deklica,16-year-old Lucia joins the Catholic school choir where she befriends senior Ana-Maria. During a choir retreat Lucia's attraction to a restoration worker creates tension with Ana-Maria and challenges her faith.,1.8264,/etH5TJk18eua1i4xke8E2rYEpqB.jpg,2025-08-29,Little Trouble Girls,False,6.5,8
False,/nPfCwuXOVoCzjJnj0bYDcKQrJqC.jpg,"[27, 9648, 53]",1465986,en,Man Finds Tape,"Pulled in by a series of strange and unexplainable video clips, a brother and sister team up to investigate the events captured in the footage, only to discover a shocking secret that’s overtaking their small-town Texas community.",1.9862,/nWUcPpuSkSkBZoHUXlwX86bCIVc.jpg,2025-12-05,Man Finds Tape,False,0.0,0
False,/x60aNdQFDl4EABU6U8VvpwDeWCj.jpg,"[18, 35, 14, 16]",1481390,zh,聊斋：兰若寺,"An epic animated fantasy anthology film intertwining six storylines from China's classic supernatural story collection ""Strange Tales from a Chinese Studio"" by Pu Songling. The six stories center on Lanruo Temple, an ancient ruin haunted by spirits. Weaving in classic tales like ""Taoist from Laoshan Mountain,"" ""Princess Lotus,"" ""Nie Xiaoqian,"" ""The Painted Skin"" and ""The Daughter of Magistrate Lu."" These stories — spanning humans, ghosts and demons — explore love, death and morality against shifting time. The film merges six distinct styles into one anthology. For example, ""Taoist from Laoshan Mountain"" uses felt-textured animation, while ""The Painted Skin"" mirrors Song dynasty painting aesthetics.",1.9769,/paZseaaIQBDfNnXrld7ml4ZW3RF.jpg,2025-07-12,Curious Tales of a Temple,False,6.7,6
